full_text,clean_text,sentiment
@barengwarga Undang Undang itu dibuat berdasarkan permintaan rakyat melalui DPR ini adalah mekanisme yang benar. Nah RUU TNI RUU Penyiaran dan RUU Polri ini rakyat mana yg minta?? Pdhl rakyat hanya minta RUU Perampasan Aset tapi malah gak di gubris sm DPR. DPR cuma gubris pesanan oligarki,undang undang dasar minta rakyat dpr mekanisme ruu tni ruu siar ruu polri rakyat yg pdhl rakyat ruu ampas aset gak gubris sm dpr dpr gubris pesan oligarki,1
Sejarah pernah mencatat slogan #TniKuatBersamaRakyat namun ditengah dinamika RUU TNI TNI kini dg slogan #Tniprima tp gpp lah rakyat juga punya slogan baru #TolakRevisiUUTNI,sejarah catat slogan tengah dinamika ruu tni tni dg slogan tp gpp rakyat slogan,1
@Soraaini @Tan_Mar3M Yang penting RUU TNI sah seperti disahkan 20 Maret 2025. RUU ini perluas peran TNI di institusi sipil dari 10 jadi 16 termasuk BNPP dan sesuaikan usia pensiun. Tapi kontroversial karena khawatir kurangi supremasi sipil dan demokrasi. Publik bereaksi dengan demo mahasiswa dan,ruu tni sah sah maret ruu luas peran tni institusi sipil bnpp sesuai usia pensiun kontroversial khawatir kurang supremasi sipil demokrasi publik reaksi demo mahasiswa,0
@devenCP kita ga mutualan tpi lewat btw ayo mutualan️,ga mutualan tpi btw ayo mutualan,1
kontol lu semua ginian aja pake dilabelin anjing apaan dah mirror pretty camera pretty bou pretty girl pretty UDAH ANJENG STOP,kontol lu ginian aja pake dilabelin anjing dah mirror pretty camera pretty bou pretty girl pretty udah anjeng stop,0
lo semua kontol tai lo semua TAI babi anjing orang gila ORGIL PRO GIGA MAX FINAL BOSS ANJING,lo kontol tai lo tai babi anjing orang gila orgil pro giga max final boss anjing,0
Iyap true keliatan bgt pas w sekola oi,iyap true liat bgt pas kola oi,1
Adikku kelas 6 SD tanya-tanya soal kerja ku terus dia suddenly bilang sekarang loh kak cari kerja susah terus RUU TNI kok sah aku shock dikit kusikat. Terus dia bilang tentara udah punya kerja masih dikasih lagi. Terus kalo kita salah langsung ditodong senjata WKWKWKWKWK,adik kelas sd tanyatanya kerja ku suddenly bilang loh kak cari kerja susah ruu tni sah shock dikit sikat bilang tentara udah kerja kasih kalo salah langsung todong senjata wkwkwkwkwk,0
kontol lo semua kontol LO SEMUA KONTOOOOOOOOL,kontol lo kontol lo kontooooooool,0
Mana twit lucu2an lagi sih anjg berantemin yg ga perlu tu apa bgt dah udah jelas2 ada masalah yang lebih major kea pemerintah kontol ini malah berantemin yg jelas2 ga penting,twit lucu sih anjg berantemin yg ga tu bgt dah udah major kea perintah kontol berantemin yg ga,0
FUCK kq buletiny hey ateez ke sea please anjjjj hbd seonghwa wtf wonwoo wamil I m going to kms wah serunya game svt yg baru fuck indo govt tolak ruu tni turunkan pragib,fuck kq buletiny hey ateez sea please anjjjj hbd seonghwa wtf wonwoo wamil going to kms seru game svt yg fuck indo govt tolak ruu tni turun pragib,0
@msaid_didu Betul Pak... Klo mrk pake kode Soros berarti Mulyono lg main kuda2an... Nunggu 4 thn itu kelamaan pengalaman 5 bln jd Wapres dirasa udah cukup... #hahaha... Surya Paloh katanya sempet ditawarin jd Wapres klo RUU TNI berhasil menggulingkan @prabowo ...,klo mrk pake kode soros mulyono lg main kuda nunggu thn alam bln jd wapres rasa udah surya paloh sempet ditawarin jd wapres klo ruu tni hasil guling,0
@ksmisme @pengikutisme @tanyakanrl Menolak RUU TNI ≠ membenci TNI,tolak ruu tni benci tni,0
@samuelpab sebenernya tu ini semua masih bisa diusahin gak sih? kemarin dihantam uu tni gaada kabar apa2 tiba2 ruu polri ruu penyiaran kayak gak dikasih nafas atau emang sengaja dicekik?,sebenernya tu diusahin gak sih kemarin hantam uu tni gaada kabar ruu polri ruu siar kayak gak kasih nafas emang sengaja cekik,0
rame bgt sngyn tolak ruu tni ,rame bgt sngyn tolak ruu tni,0
bercanda tentang RUU TNI ternyata yg lu ajak becanda ANAK TNI info pindah kewarganegaraan plis,canda ruu tni yg lu ajak becanda anak tni info pindah kewarganegaraan plis,0
@hanmafess @beomgyuIucu @FilmIndoSource tdk ada yg gagal yg gagal cm ruu tni,tdk yg gagal yg gagal cm ruu tni,0
Tl hari ini sm kemaren random bgt Ada ribut ateez agensi sm seatiny(?) carat adu level puzzle svt aktor ray meninggal dunia yg nonis tb² pd ikut lebaran wonu bsk wamil svt lg ada jadwal ke LN howoo konten masalah mekimak sm day6 naikkin ht ruu tni masalah ghibli ai,tl sm kemaren random bgt ribut ateez agens sm seatiny carat adu level puzzle svt aktor ray tinggal dunia yg non tb pd lebaran wonu bsk wamil svt lg jadwal ln howoo konten mekimak sm day naikkin ht ruu tni ghibli ai,0
Pdhl MASALAH UTAMA bangsa ini adlh KORUPSI.. Tp knp yg Mereka kebut bukannya UU Perampasan Aset. Malah UU TNI RUU Polri &amp; RUU Kejaksaan.. Apa sih mau Mereka..?? https://t.co/ohATKONDTA,pdhl utama bangsa adlh korupsi tp knp yg kebut uu ampas aset uu tni ruu polri amp ruu jaksa sih,0
@abu_waras DANANTARA tdk masuk agenda janji kampanye RUU TNI juga sebentar lagi RUU polri. Yg janji makan siang gratis_tapi dpt ngutang. Sementara tukang susu keliling sama skincare masuk agenda kerja wapres ? Kan lucu kalo surveynya Top ? ,danantara tdk masuk agenda janji kampanye ruu tni sebentar ruu polri yg janji makan siang gratistapi dpt ngutang tukang susu keliling skincare masuk agenda kerja wapres lucu kalo surveynya top,0
angel ki po meneh sing ruu tni,angel ki po teh sing ruu tni,1
Cuma gatau ni kalo ni uu tni ma ruu polri jadi bisa amsiong anjrit mana ada yg mao invest di negara militer2 gini bjrot,gatau ni kalo ni uu tni ma ruu polri amsiong anjrit yg mao invest negara militer gin bjrot,0
@jorgianaaa @spacepiquant udh parah bgt sih RUU TNI aja gaada info lengkap sblm ketok palu ehh RUU Penyiaran cmn dikasih angin lalu ️️,udh parah bgt sih ruu tni aja gaada info lengkap sblm ketok palu ehh ruu siar cmn kasih angin,0
Dan anime pun sudah menemukan cintanya......,anime temu cinta,1
@0x0xeasy @MfrOtku @Ahmadi38233515 @ratiiih_ @tanyakanrl Apa bukti sipil dirugikan di RUU TNI br?,bukti sipil rugi ruu tni br,0
udah idup kayak kontol keadaan kayak kontol buka x pun tl ruu tni kontol. apes bat dah ajg,udah idup kayak kontol kayak kontol buka tl ruu tni kontol apes bat dah ajg,0
@revanagi Gassss lah.....suarakan batalkan RUU TNI #BatalkanRUUTNI #SupremasiSipil,gassss lahsuarakan batal ruu tni,0
Dukung RUU TNI #UUTNI #TNIPerkuatPertahanan #TNIProfesional https://t.co/hpTJ70GLcm,dukung ruu tni,1
@sami86pilang Gass RUU TNI supremasi sipil udah diluar jalur. Terlalu banyak tikus2 sipil berdasi yang korup nya diluar nalar.... Setidak nya TNI lebih nasionalis drpd bangsat2 sipil korup...,gass ruu tni supremasi sipil udah luar jalur tikus sipil das korup nya luar nalar tidak nya tni nasionalis drpd bangsat sipil korup,0
Keterangan: - RUU TNI dan RUU Polri dapet dari resmi dari web DPR. - RUU Penyiaran cuman kebagian yang files Rapat Dengar dan Kunjungan Kerja (abis itu langsung down) - RUU Kuhap dapet dari grup ke grup.,terang ruu tni ruu polri dapet resmi web dpr ruu siar cuman bagi files rapat dengar kunjung kerja abis langsung down ruu hap dapet grup grup,1
RUU TNI tegaskan batasan peran TNI #UUTNI #TNIPerkuatPertahanan #TNIProfesional https://t.co/o9kIMwSDBC,ruu tni tegas batas peran tni,0
@tanyakanrl Dah bener RUU TNI ditolak ke anak sendiri aja dzolim apalagi orang lain.,dah bener ruu tni tolak anak aja dzolim orang,0
@listlessspirit @spacepiquant RUU TNI dan RUU Polri dapet dari resmi dari web DPR. RUU Penyiaran cuman kebagian yang Rapat Dengar dan Kunjungan Kerja (abis itu langsung down) RUU Kuhap dapet dari grup ke grup.,ruu tni ruu polri dapet resmi web dpr ruu siar cuman bagi rapat dengar kunjung kerja abis langsung down ruu hap dapet grup grup,1
@lelembutputih @MfrOtku @Ahmadi38233515 @ratiiih_ @tanyakanrl Ngapain khawatir gua mah bodoamatin kalau salah memberikan pelajaran bukan cuma karena RUU TNI.,ngapain khawatir gua mah bodoamatin salah ajar ruu tni,0
@msaid_didu Adu kuat framing RUU TNI vs ADILI JOKOWI dan harusnya RI 1 TIDAK BOLEH KALAH Anda adlh Presiden kami bpk @prabowo maju terus pantang mundur,adu kuat framing ruu tni vs adil jokowi ri kalah adlh presiden bpk maju pantang mundur,0
@tanyakanrl Lah emang dia kira kalau RUU TNI batal dia dipecat gitu? Tololabis.,emang ruu tni batal pecat gitu tololabis,0
Tujuan dibuat RUU kejaksaan dan UU TNI memang untuk bagi² jabatan. https://t.co/B2SukxYnAp,tuju ruu jaksa uu tni jabat,0
Kalo war subhanallah jelek banget mereka ini fans ijo. Tapi kalo soal boikot kemanusiaan mereka hebat. Contohnya kemaren yang bersuara soal ruu tni boikot juga gila² an,kalo war subhanallah jelek banget fans ijo kalo boikot manusia hebat contoh kemaren suara ruu tni boikot gila an,1
KEMBALIKAN TNI KE BARAK #BatalkanRUUTNI TOLAK RUU TNI #TolakRUUPolri,kembali tni barak tolak ruu tni,0
adekku barusan laporan kalo WhatsApp nya gabisa login kalian semua hati-hati ya,adekku barusan lapor kalo whatsapp nya gabisa login hatihati ya,1
uninstall aja Nder klo Lo emng ngerasa insecure. Gw jg uninstall kok install apknya kalo emg butuh buat post story yg memorable/posting yg mendukung tolak RUU TNI/tentang Palestine atau cuma buat liat² akun yg emg lo pengen cari kan selain itu bisa buka Instagram di web,uninstall aja nder klo lo emng ngerasa insecure gw jg uninstall install apknya kalo emg butuh post story yg memorableposting yg dukung tolak ruu tnitentang palestine liat akun yg emg lo ken cari buka instagram web,0
RUU TNI balik ke Jaman orde baru RUU Kejaksaan balik ke Jaman kolonial Belanda ANE SIH OGAH... WAJIB : #TolakDwifungsiABRI #TolakRUUKejaksaan https://t.co/QpvBkDiQN8,ruu tni jaman orde ruu jaksa jaman kolonial belanda ane sih ogah wajib,0
@thinkaboutril @tanyakanrl Dan lagi dengan tindakan yang sama bagaimana sikap si bokap menghadapi masyarakat juga yg gak pro RUU TNI?? Coba lo jawab kemungkinan apa yang terjadi?,tindak sikap si bokap hadap masyarakat yg gak pro ruu tni coba lo,1
@thinkaboutril @tanyakanrl Cuman yang dihighlight adalah ngancem. Gimana perilaku orang tsb menghadapi suatu perbedaan pendapat. Dan si bokap lebih memilih ngancem anaknya gak ngasih nafkah karna anaknya gak pro RUU TNI.,cuman dihighlight ngancem gimana perilaku orang tsb hadap beda dapat si bokap pilih ngancem anak gak ngasih nafkah karna anak gak pro ruu tni,0
@Fahrihamzah 10 tahun ugal2an? Trus sekarang hanya ganti pemain apa gimana? Padahal temanya pas pilpres adalah...KEBERLANJUTAN. kontradiksi banget itu. cita2 tahun 98 sdh dikubur apa ya?awokwokwokwok. Kasih saran partisipasi? Itu contoh RUU TNI aja rapat tertutup di hotel mewah.,ugalan trus ganti main gimana tema pas pilpres adalahkeberlanjutan kontradiksi banget cita sdh kubur yaawokwokwokwok kasih saran partisipasi contoh ruu tni aja rapat tutup hotel mewah,1
@kikodryan @tanyakanrl iya kak makasi yaa uda jdi baik. apapun alasannya si menurutku better TNI sesuai fitrahnya ajaa. entah siapapun yg diuntungkan di RUU ini ttep #CabutRUUTNI mengingat sedikit banyaknya oknum ttep aja masyarakat luas yg dirugikan.,iya kak makas yaa uda jdi apa alas si turut better tni sesuai fitrah ajaa yg untung ruu ttep banyak oknum ttep aja masyarakat luas yg rugi,1
@reiayanyami Protes itu kayak kasus LPG kemarin yang dampaknya kerasa banget langsung digubris kan sama Prabowo? U protes RUU TNI yang rezim sebelum-sebelumnya juga ngelakuin hal mirip-mirip. U juga bukan vote 02 kan? Ngatur-ngatur yang menang. Menang bebas. 1 batalion jabat ya bebas,protes kayak lpg kemarin dampak rasa banget langsung gubris prabowo protes ruu tni rezim sebelumsebelumnya ngelakuin miripmirip vote ngaturngatur menang menang bebas batalion jabat ya bebas,0
@tanyakanrl Bayangkan org tua lu sudah gedein lu sampe segede ini dg mengbadi di TNI apalagi ayahmu bukan yg pangkat bgt trus tiba2 lu jelekkin satuannya gara2 RUU ini yg kepentingan segelintir top tiernya TNI ,bayang org tua lu gedein lu sampe gede dg mengbadi tni ayah yg pangkat bgt trus lu jelekkin satu gara ruu yg penting gelintir top tiernya tni,1
@Fahrihamzah Buru buru nge sahin ruu TNI pada banyak yg nolak itu masuk upaya yg mane pak?,buru buru nge sahin ruu tni yg nolak masuk upaya yg mane,0
@tanyakanrl kalian boleh aja ga setuju sm ruu tni. tp jangan smpe menghina profesi tni. bedakan lah kocak. lu selama ini dinafkahin dr uang halal padahal. makanya punya mulut tuh dikontrol.,aja ga tuju sm ruu tni tp smpe hina profesi tni beda kocak lu dinafkahin dr uang halal mulut tuh kontrol,0
ini yg anak nya nolak RUU TNI itu bukan si? terus biaya akomodasi di cabut?,yg anak nya nolak ruu tni si biaya akomodasi cabut,0
takut diginiin makanya kalo papaku ngomongin ruu tni lebih baik saya diam,takut diginiin kalo papa ngomongin ruu tni diam,0
Reformasi Lembaga Hukum dan Militer bukan dengan Menambah Kewenangan tetapi Memperkuat Lembaga Pengawas Independen (Tolak RUU Polri RUU Kejaksaan dan RUU TNI) #CabutUUTNI #TolakRUUKuhap #TolakRUUPolri #TolakRUUKejaksan https://t.co/JgxWraxadI,reformasi lembaga hukum militer tambah wenang kuat lembaga awas independen tolak ruu polri ruu jaksa ruu tni,0
@qjiseokk @jorgianaaa Saat sudah terdesak gak punya argumen dibilang nge-jokes Kemarin pas heboh RUU TNI si paling serius dan ngegas Okesip,desak gak argumen bilang ngejokes kemarin pas heboh ruu tni si serius ngegas okesip,0
@Serigala_Blue @tanyakanrl RUU TNI (2025) bisa berdampak tak langsung di desa terutama di wilayah perbatasan dan rawan bencana. Peran TNI yang meningkat di pengelolaan perbatasan (BNPP) dan tanggap bencana (BNPB) mungkin tingkatkan keamanan dan respons cepat tapi ada kekhawatiran soal militerisasi dan,ruu tni dampak langsung desa wilayah batas rawan bencana peran tni tingkat kelola batas bnpp tanggap bencana bnpb tingkat aman respons cepat khawatir militer,0
@GuruGembull Mau asli tidak asli sih untuk saat ini permasalahan ijazah Jokowi bukan yang terpenting masih banyak yang lebih penting dibanding ini yang sangat sepele RUU TNI RUU Penyiaran RUU Polri RUU Perampasan Aset KIM+ jadi aliansi permanen dan sebagainya lebih penting untuk,asli asli sih masalah ijazah jokowi penting banding sepele ruu tni ruu siar ruu polri ruu ampas aset kim aliansi permanen,1
@smollcarr you're just mere pixels to me the moment lu sampe bela-belain ngetweet sampe 2 akun cuma buat sok-sokan ngespill just stay in your fucking lane jadi fetishizer homo dan naikin tagar buat nolak ruu tni lol nyadar kek negara lo mau hancur malah pengen jadi lambeturah wannabe https://t.co/X5JbExVYQk,youre just mere pixels to me the moment lu sampe belabelain ngetweet sampe akun soksokan ngespill just stay in your fucking lane fetishizer homo naikin tagar nolak ruu tni lol nyadar kek negara lo hancur ken lambeturah wannabe,0
Lihatlah yg mendukung RUU TNI disahkan betapa semangatnya dan banyak sekali. Sedang yg menolak sampe demo di berbagai daerah mungkin masih belum bisa di dengar oleh pemerintah Tolak RUU Kejaksaan #BatalkanRUUTNI https://t.co/ssswv7iztI,lihat yg dukung ruu tni sah betapa semangat yg tolak sampe demo daerah dengar perintah tolak ruu jaksa,1
@punzsel iyalagi tapi lebih serem ruu tni di sahkan (),iyalagi rem ruu tni sahkan,0
 Guys maaf banget aku mau tanya. Efek ruu TNI bagi rakyat desa/ekonomi menengah kebawah tuh apa? Soalnya aku tinggal di desa dan ada gak ada tuh UU gak ada bedanya. Kalau efeknya di kota gitu aku udah lihat sberapa parah. Tapi disini kayak gak ada apa-apa..,guys maaf banget efek ruu tni rakyat desaekonomi tengah bawah tuh tinggal desa gak tuh uu gak beda efek kota gitu udah lihat sberapa parah kayak gak apaapa,1
RUU TNI cuman memperkuat elit militer. Perwira rendah kerja keras perwira tinggi yang dapat jabatan. Makin tinggi makin enak makin bawah makin terhimpit. #BatalkanRUUTNI #SupremasiSipil,ruu tni cuman kuat elit militer perwira rendah kerja keras perwira jabat enak terhimpit,1
@naeiirrpsh Buset masa pas nyari keyword yg tolak tagar teratasnya malah t0lak rev1si RUU TNI. DASAR BUZZER T0LOL #CabutUUTNI #TolakRUUTNI,buset pas nyari keyword yg tolak tagar atas tlak revsi ruu tni dasar buzzer tlol,0
@IrawanRommi Harusnya Ketua Komisi 1 yg mengusulkan RUU TNI berdiri paling depan menemui mahasiswa lalu bedah RUU tsb Juga ketua @DPR_RI yg mengesahkan UU TNI,ketua komisi yg usul ruu tni diri temu mahasiswa bedah ruu tsb ketua yg kesah uu tni,1
isi tl jaehyun fake rumor ate*z wt yg skip sea (lagi) fanmeet exo tanpa cbxl myday donasi 168% ruu tni,isi tl jaehyun fake rumor atez wt yg skip sea fanmeet exo cbxl myday donasi ruu tni,0
kenapa rangginang tuh enak banget sih!!!!!,rangginang tuh enak banget sih,1
Gak ngerti miss-nya di mana. Gw mau posting pun gak ada foto/videonya karena gw percaya yaudah nanti bakal dishare baru gw posting. Tbf pas demo RUU TNI ada aksi lagi dan yang aksi akhirnya posting di sosmed pribadi. Gw gak ikut karena kena pilek winter,gak ngerti miss gw posting gak fotovideonya gw percaya yaudah dishare gw posting tbf pas demo ruu tni aksi aksi posting sosmed pribadi gw gak kena pilek winter,1
@caukulutuk7 @mpong123 @MbahNdemin gausah telpon jokdri mang better telpon prabowo biar ruu tni di cabut dan ruu polri tdk disahkan. alias wayahe udh terpancing konflik horizontal padahal baru maren fans² klub dari Jakarta bandung surabaya makassar demo ke rezim gws ya mang musuh kita cuma 1 yaitu rezim!,gausah telpon jokdri mang better telpon prabowo biar ruu tni cabut ruu polri tdk sah alias wayahe udh pancing konflik horizontal maren fans klub jakarta bandung surabaya makassar demo rezim gws ya mang musuh rezim,0
@bibitmecin Padahal buktinya udah banyak di lapangan. Mulai dari masalah gas melon pertamina ruu tni ganti tagar kaburajadulu yang kurang kerjaan korupsi minyakita banyaklah.,bukti udah lapang gas melon pertamina ruu tni ganti tagar kaburajadulu kerja korupsi minyakita banyak,0
@Fahrihamzah realistis ganti pemain + kaum miskin dipelihara untuk dukung RUU TNI,realistis ganti main kaum miskin pelihara dukung ruu tni,1
@bewithyiu Sepakat. Baru UU TNI aja mereka udah terang-terangan nunjukin kalau mereka bakal lakuin apa aja buat bungkam banyak pihak. Gimana ditambah RUU Polri. Beneran riot RIOT I bet.,sepakat uu tni aja udah terangterangan nunjukin lakuin aja bungkam gimana tambah ruu polri beneran riot riot bet,1
Lebih susah fanny,susah fanny,0
Miya collector karena semenjak rilis sampai sekarang nemu paling dibawah 5x salah satu rare collector skin .,miya collector semenjak rilis nemu bawah salah rare collector skin,0
